[Sun Sep 04 21:46:57.810701 2016] [:error] [pid 2819] [client 127.0.0.1:37728] PHP Fatal error:  Class 'App\\Models\\ProductDiscount' not found in /var/www/jc_shop/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php on line 859, referer: http://jc_shop/products/3/edit
[Sun Sep 04 21:47:36.711356 2016] [:error] [pid 8529] [client 127.0.0.1:37734] PHP Fatal error:  Class 'App\\Models\\ProductDiscount' not found in /var/www/jc_shop/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php on line 859, referer: http://jc_shop/products/3/edit
[Sun Sep 04 21:47:55.157617 2016] [:error] [pid 13660] [client 127.0.0.1:37748] PHP Fatal error:  Class 'App\\Models\\ProductDiscount' not found in /var/www/jc_shop/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php on line 859, referer: http://jc_shop/products/3/edit
[Sun Sep 04 21:48:30.328563 2016] [:error] [pid 2823] [client 127.0.0.1:37756] PHP Fatal error:  Class 'App\\Models\\ProductDiscount' not found in /var/www/jc_shop/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php on line 859, referer: http://jc_shop/products/3/edit
[Sun Sep 04 21:48:46.931210 2016] [:error] [pid 12276] [client 127.0.0.1:37766] PHP Fatal error:  Class 'App\\Models\\ProductDiscount' not found in /var/www/jc_shop/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php on line 859, referer: http://jc_shop/products/3/edit
[Sun Sep 04 21:48:48.651668 2016] [:error] [pid 8528] [client 127.0.0.1:37768] PHP Fatal error:  Class 'App\\Models\\ProductDiscount' not found in /var/www/jc_shop/vendor/laravel/framework/src/Illuminate/Database/Eloquent/Model.php on line 859, referer: http://jc_shop/products/3/edit
[Sun Sep 04 21:59:27.846989 2016] [:error] [pid 12276] [client 127.0.0.1:37858] PHP Fatal error:  Call to a member function all() on null in /var/www/jc_shop/storage/framework/views/3f3adf65689f8c681f5d3b061cf668a15c6b16ac.php on line 56, referer: http://jc_shop/products/3/edit
[Sun Sep 04 21:59:46.542469 2016] [:error] [pid 8528] [client 127.0.0.1:37862] PHP Fatal error:  Call to a member function all() on null in /var/www/jc_shop/storage/framework/views/3f3adf65689f8c681f5d3b061cf668a15c6b16ac.php on line 56, referer: http://jc_shop/products/3/edit
[Sun Sep 04 22:16:09.628314 2016] [:error] [pid 13660] [client 127.0.0.1:38134] PHP Fatal error:  Wrong parameters for Exception([string $exception [, long $code [, Exception $previous = NULL]]]) in /var/www/jc_shop/app/Http/Controllers/Traits/ImagesTrait.php on line 41, referer: http://jc_shop/products/3/edit
[Sun Sep 04 22:25:05.122309 2016] [:error] [pid 7410] [client 127.0.0.1:38364] PHP Fatal error:  Call to a member function first() on array in /var/www/jc_shop/app/Http/Requests/ProductRequest.php on line 26, referer: http://jc_shop/products/3/edit
